
Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2016-09-12","0","13,111","6.76","0","0","0","0","0","0"
"2016-09-15","0","8,109","4.26","0","0","0","0","0","0"
"2016-09-16","0","8,862","4.77","0","0","0","0","0","0"
"2016-09-17","0","7,990","4.26","0","0","0","0","0","0"
"2016-09-13","0","8,618","4.42","0","0","0","0","0","0"
"2016-09-14","0","9,932","5.17","0","0","0","0","0","0"
"2016-09-25","0","2,354","1.28","0","0","0","0","0","0"
"2016-09-18","0","4,552","2.48","0","0","0","0","0","0"
"2016-09-19","0","9,692","5.14","0","0","0","0","0","0"
"2016-09-20","0","1,738","0.94","0","0","0","0","0","0"
"2016-09-21","0","7,344","3.98","0","0","0","0","0","0"
"2016-09-22","0","10,580","5.84","0","0","0","0","0","0"
"2016-09-23","0","6,762","3.73","0","0","0","0","0","0"
"2016-09-24","0","5,309","2.89","0","0","0","0","0","0"
"2016-09-26","0","9,404","5.02","0","0","0","0","0","0"
"2016-09-27","0","11,771","6.56","0","0","0","0","0","0"
"2016-09-28","0","11,059","5.98","0","0","0","0","0","0"
"2016-09-29","0","9,400","5.07","0","0","0","0","0","0"
"2016-09-30","0","7,184","3.88","0","0","0","0","0","0"
"2016-10-01","0","7,127","3.92","0","0","0","0","0","0"
"2016-10-02","0","9,877","5.33","0","0","0","0","0","0"
"2016-10-03","0","10,815","6.0","0","0","0","0","0","0"
"2016-10-04","0","9,008","4.85","0","0","0","0","0","0"
"2016-10-05","0","6,226","3.33","0","0","0","0","0","0"
"2016-10-06","0","10,255","5.55","0","0","0","0","0","0"
"2016-10-07","0","7,148","3.87","0","0","0","0","0","0"
"2016-10-08","0","647","0.36","0","0","0","0","0","0"
"2016-10-09","0","6,910","3.73","0","0","0","0","0","0"
"2016-10-10","0","13,039","7.09","0","0","0","0","0","0"
"2016-10-11","0","10,479","5.65","0","0","0","0","0","0"
"2016-10-12","0","12,377","7.43","0","0","0","0","0","0"
"2016-10-13","0","9,400","5.14","0","0","0","0","0","0"
"2016-10-14","0","6,781","3.61","0","0","0","0","0","0"
"2016-10-15","0","12,132","7.38","0","0","0","0","0","0"
"2016-10-16","0","10,381","6.51","0","0","0","0","0","0"
"2016-10-17","0","14,373","7.95","0","0","0","0","0","0"
"2017-06-10","0","8,455","4.58","0","0","0","0","0","0"
"2017-06-11","0","8,703","4.66","0","0","0","0","0","0"
"2017-06-12","0","11,864","6.39","0","0","0","0","0","0"
"2017-06-13","0","8,433","4.46","0","0","0","0","0","0"
"2016-10-18","0","12,094","7.3","0","0","0","0","0","0"
"2016-10-19","0","10,282","5.8","0","0","0","0","0","0"
"2017-06-14","0","10,506","5.82","0","0","0","0","0","0"
"2017-06-15","0","9,566","5.11","0","0","0","0","0","0"
"2017-06-16","0","10,784","5.87","0","0","0","0","0","0"
"2017-06-17","0","7,559","4.16","0","0","0","0","0","0"
"2017-06-18","0","8,016","4.31","0","0","0","0","0","0"
"2017-06-19","0","12,302","6.6","0","0","0","0","0","0"
"2017-06-20","0","8,894","4.77","0","0","0","0","0","0"
"2017-06-21","0","9,015","4.82","0","0","0","0","0","0"
"2017-06-22","0","11,252","5.92","0","0","0","0","0","0"
"2017-06-23","0","8,521","4.53","0","0","0","0","0","0"
"2017-06-24","0","13,884","7.31","0","0","0","0","0","0"
"2017-06-25","0","7,445","4.0","0","0","0","0","0","0"
"2017-06-26","0","9,535","5.09","0","0","0","0","0","0"
"2017-06-27","0","8,433","4.52","0","0","0","0","0","0"
"2017-06-28","0","9,927","5.3","0","0","0","0","0","0"
"2017-06-29","0","9,666","5.19","0","0","0","0","0","0"
"2017-06-30","0","8,434","4.56","0","0","0","0","0","0"
"2017-07-01","0","15,539","8.35","0","0","0","0","0","0"
"2017-07-02","0","9,288","5.02","0","0","0","0","0","0"
"2017-08-01","0","1,854","0.84","0","0","0","0","0","0"
"2017-08-02","0","16,599","7.97","1","0","0","0","0","0"
"2017-08-03","0","18,678","9.03","0","0","0","0","0","0"
"2017-07-03","0","10,598","5.69","0","0","0","0","0","0"
"2017-07-04","0","3,664","1.95","0","0","0","0","0","0"
"2017-07-05","0","11,094","5.92","0","0","0","0","0","0"
"2017-07-06","0","8,472","4.5","0","0","0","0","0","0"
"2017-07-07","0","11,097","5.99","0","0","0","0","0","0"
"2017-07-08","0","9,849","5.2","0","0","0","0","0","0"
"2017-08-04","0","12,829","6.15","0","0","0","0","0","0"
"2017-08-05","0","14,962","6.97","1","0","0","0","0","0"
"2017-08-06","0","10,432","5.07","0","0","0","0","0","0"
"2017-08-07","0","14,350","6.97","0","0","0","0","0","0"
"2017-08-08","0","15,638","7.05","0","0","0","0","0","0"
"2017-08-09","0","12,396","5.91","0","0","0","0","0","0"
"2017-07-09","0","10,717","5.83","0","0","0","0","0","0"
"2017-07-10","0","5,680","3.05","0","0","0","0","0","0"
"2017-08-10","0","17,826","8.53","1","0","0","0","0","0"
"2017-08-11","0","15,241","7.24","1","0","0","0","0","0"
"2017-08-12","0","11,303","5.24","0","0","0","0","0","0"
"2017-08-13","0","10,682","5.14","2","0","0","0","0","0"
"2017-08-15","0","14,938","7.13","0","0","0","0","0","0"
"2017-08-16","0","16,831","7.94","0","0","0","0","0","0"
"2017-08-17","0","16,925","8.12","0","0","0","0","0","0"
"2017-08-18","0","19,162","9.26","0","0","0","0","0","0"
"2017-08-19","0","23,169","11.32","3","0","0","0","0","0"
"2017-08-14","0","23,560","11.28","17","0","0","0","0","0"
"2017-08-20","0","9,878","4.43","0","0","0","0","0","0"
"2017-08-21","0","22,465","10.86","0","0","0","0","0","0"
"2016-10-20","0","9,031","4.89","0","0","0","0","0","0"
"2016-10-21","0","12,530","6.81","0","0","0","0","0","0"
"2016-10-22","0","5,687","3.1","0","0","0","0","0","0"
"2017-08-22","0","14,403","6.98","0","0","0","0","0","0"
"2017-08-23","0","17,681","8.5","2","0","0","0","0","0"
"2016-10-23","0","10,260","5.52","0","0","0","0","0","0"
"2016-10-24","0","9,794","5.39","0","0","0","0","0","0"
"2016-10-25","0","6,656","3.72","0","0","0","0","0","0"
"2016-10-27","0","7,708","4.22","0","0","0","0","0","0"
"2016-10-28","0","9,899","5.41","0","0","0","0","0","0"
"2016-10-29","0","11,253","6.04","0","0","0","0","0","0"
"2016-10-30","0","14,394","8.55","0","0","0","0","0","0"
"2016-10-26","0","12,063","6.48","0","0","0","0","0","0"
"2016-10-31","0","8,279","4.49","0","0","0","0","0","0"
"2016-11-01","0","10,377","5.67","0","0","0","0","0","0"
"2016-11-02","0","9,383","5.13","0","0","0","0","0","0"
"2016-11-03","0","12,439","6.8","0","0","0","0","0","0"
"2016-11-04","0","11,238","6.08","0","0","0","0","0","0"
"2016-11-05","0","8,739","4.79","0","0","0","0","0","0"
"2016-11-06","0","6,924","3.78","0","0","0","0","0","0"
"2016-11-07","0","5,885","3.19","0","0","0","0","0","0"
"2016-11-08","0","11,044","6.04","0","0","0","0","0","0"
"2016-11-09","0","8,349","4.37","0","0","0","0","0","0"
"2016-11-10","0","11,430","6.17","0","0","0","0","0","0"
"2016-11-11","0","9,920","5.5","0","0","0","0","0","0"
"2016-11-12","0","4,735","2.5","0","0","0","0","0","0"
"2016-11-13","0","8,009","4.23","0","0","0","0","0","0"
"2016-11-14","0","8,331","4.56","0","0","0","0","0","0"
"2016-11-15","0","9,770","5.26","0","0","0","0","0","0"
"2016-11-16","0","9,088","4.88","0","0","0","0","0","0"
"2016-11-17","0","12,097","6.51","0","0","0","0","0","0"
"2016-11-18","0","7,329","3.93","0","0","0","0","0","0"
"2016-11-19","0","2,810","1.55","0","0","0","0","0","0"
"2016-11-20","0","7,321","4.01","0","0","0","0","0","0"
"2016-11-21","0","9,977","5.36","0","0","0","0","0","0"
"2016-11-22","0","8,095","4.44","0","0","0","0","0","0"
"2016-11-23","0","7,232","4.05","0","0","0","0","0","0"
"2016-11-24","0","6,482","3.46","0","0","0","0","0","0"
"2016-11-25","0","11,456","6.29","0","0","0","0","0","0"
"2016-11-26","0","9,009","4.85","0","0","0","0","0","0"
"2016-11-27","0","6,472","3.53","0","0","0","0","0","0"
"2016-11-28","0","11,952","6.43","0","0","0","0","0","0"
"2016-11-29","0","10,763","5.86","0","0","0","0","0","0"
"2016-11-30","0","9,781","5.27","0","0","0","0","0","0"
"2016-12-01","0","9,346","5.2","0","0","0","0","0","0"
"2016-12-02","0","9,125","4.99","0","0","0","0","0","0"
"2016-12-03","0","6,837","3.65","0","0","0","0","0","0"
"2016-12-04","0","4,020","2.18","0","0","0","0","0","0"
"2016-12-05","0","12,688","6.92","0","0","0","0","0","0"
"2016-12-06","0","8,356","4.63","0","0","0","0","0","0"
"2016-12-07","0","13,034","7.02","0","0","0","0","0","0"
"2016-12-08","0","11,692","6.4","0","0","0","0","0","0"
"2016-12-09","0","4,721","2.57","0","0","0","0","0","0"
"2016-12-10","0","11,347","6.16","0","0","0","0","0","0"
"2016-12-11","0","7,447","4.01","0","0","0","0","0","0"
"2016-12-12","0","10,727","5.71","0","0","0","0","0","0"
"2016-12-13","0","5,697","3.06","0","0","0","0","0","0"
"2016-12-14","0","8,275","4.41","0","0","0","0","0","0"
"2016-12-15","0","6,055","3.19","0","0","0","0","0","0"
"2016-12-16","0","843","0.45","0","0","0","0","0","0"
"2016-12-17","0","31","0.02","0","0","0","0","0","0"
"2016-12-18","0","5,337","2.8","0","0","0","0","0","0"
"2016-12-19","0","4,363","2.29","0","0","0","0","0","0"
"2016-12-20","0","5,714","3.14","0","0","0","0","0","0"
"2016-12-21","0","6,125","3.21","0","0","0","0","0","0"
"2016-12-22","0","8,122","4.21","0","0","0","0","0","0"
"2016-12-23","0","7,446","3.89","0","0","0","0","0","0"
"2016-12-31","0","7,470","3.99","0","0","0","0","0","0"
"2017-01-01","0","6,783","3.7","0","0","0","0","0","0"
"2017-01-02","0","9,528","5.17","0","0","0","0","0","0"
"2016-12-24","0","5,003","2.72","0","0","0","0","0","0"
"2016-12-25","0","5,257","2.9","0","0","0","0","0","0"
"2016-12-26","0","6,323","3.4","0","0","0","0","0","0"
"2016-12-27","0","9,689","5.19","0","0","0","0","0","0"
"2016-12-28","0","9,198","4.86","0","0","0","0","0","0"
"2017-01-03","0","3,078","1.71","0","0","0","0","0","0"
"2017-01-04","0","7,945","4.31","0","0","0","0","0","0"
"2017-01-05","0","7,139","3.9","0","0","0","0","0","0"
"2017-01-06","0","8,687","4.68","0","0","0","0","0","0"
"2017-01-07","0","7,370","4.03","0","0","0","0","0","0"
"2016-12-29","0","4,834","2.51","0","0","0","0","0","0"
"2016-12-30","0","7,111","3.81","0","0","0","0","0","0"
"2017-01-08","0","6,574","3.58","0","0","0","0","0","0"
"2017-01-09","0","11,769","6.27","0","0","0","0","0","0"
"2017-01-10","0","9,431","5.05","0","0","0","0","0","0"
"2017-01-11","0","7,448","3.99","0","0","0","0","0","0"
"2017-01-12","0","2,441","1.32","0","0","0","0","0","0"
"2017-01-13","0","8,242","4.37","0","0","0","0","0","0"
"2017-01-14","0","10,712","5.83","0","0","0","0","0","0"
"2017-01-15","0","6,884","3.75","0","0","0","0","0","0"
"2017-01-16","0","11,228","5.99","0","0","0","0","0","0"
"2017-01-17","0","9,710","5.23","0","0","0","0","0","0"
"2017-01-18","0","8,938","4.77","0","0","0","0","0","0"
"2017-01-19","0","9,353","5.12","0","0","0","0","0","0"
"2017-01-20","0","11,484","6.27","0","0","0","0","0","0"
"2017-01-21","0","4,447","2.38","0","0","0","0","0","0"
"2017-01-22","0","9,000","4.84","0","0","0","0","0","0"
"2017-01-23","0","9,495","5.21","0","0","0","0","0","0"
"2017-01-24","0","12,490","7.65","0","0","0","0","0","0"
"2017-01-25","0","9,493","5.12","0","0","0","0","0","0"
"2017-01-26","0","8,230","4.35","0","0","0","0","0","0"
"2017-01-27","0","7,146","3.8","0","0","0","0","0","0"
"2017-01-28","0","8,979","4.85","0","0","0","0","0","0"
"2017-01-29","0","7,357","3.92","0","0","0","0","0","0"
"2017-01-30","0","13,322","7.15","0","0","0","0","0","0"
"2017-01-31","0","11,189","6.12","0","0","0","0","0","0"
"2017-02-01","0","9,526","5.2","0","0","0","0","0","0"
"2017-02-02","0","6,597","3.53","0","0","0","0","0","0"
"2017-02-03","0","6,301","3.44","0","0","0","0","0","0"
"2017-02-04","0","6,704","3.7","0","0","0","0","0","0"
"2017-02-05","0","5,894","3.25","0","0","0","0","0","0"
"2017-02-06","0","12,123","6.72","0","0","0","0","0","0"
"2017-02-07","0","10,733","5.8","0","0","0","0","0","0"
"2017-02-08","0","8,948","4.73","0","0","0","0","0","0"
"2017-02-09","0","6,680","3.69","0","0","0","0","0","0"
"2017-02-10","0","10,501","5.75","0","0","0","0","0","0"
"2017-02-11","0","5,267","2.88","0","0","0","0","0","0"
"2017-02-12","0","10,458","5.52","0","0","0","0","0","0"
"2017-02-13","0","11,154","5.98","0","0","0","0","0","0"
"2017-02-14","0","12,714","6.92","0","0","0","0","0","0"
"2017-02-15","0","9,611","5.17","0","0","0","0","0","0"
"2017-02-16","0","11,682","6.25","0","0","0","0","0","0"
"2017-02-17","0","6,180","3.42","0","0","0","0","0","0"
"2017-02-18","0","9,162","4.97","0","0","0","0","0","0"
"2017-02-20","0","10,486","5.76","0","0","0","0","0","0"
"2017-02-21","0","7,622","4.1","0","0","0","0","0","0"
"2017-02-19","0","3,608","1.94","0","0","0","0","0","0"
"2017-02-22","0","8,534","4.64","0","0","0","0","0","0"
"2017-02-23","0","7,737","4.22","0","0","0","0","0","0"
"2017-02-24","0","8,961","4.82","0","0","0","0","0","0"
"2017-02-25","0","6,512","3.54","0","0","0","0","0","0"
"2017-02-26","0","6,427","3.48","0","0","0","0","0","0"
"2017-02-27","0","9,940","5.39","0","0","0","0","0","0"
"2017-02-28","0","13,434","7.38","0","0","0","0","0","0"
"2017-03-01","0","9,882","5.15","0","0","0","0","0","0"
"2017-03-02","0","6,613","3.48","0","0","0","0","0","0"
"2017-03-03","0","3,892","2.0","0","0","0","0","0","0"
"2017-03-04","0","6,884","3.58","0","0","0","0","0","0"
"2017-03-05","0","5,621","2.92","0","0","0","0","0","0"
"2017-03-06","0","6,692","3.54","0","0","0","0","0","0"
"2017-03-07","0","6,991","3.72","0","0","0","0","0","0"
"2017-03-08","0","9,213","4.82","0","0","0","0","0","0"
"2017-03-09","0","8,725","4.59","0","0","0","0","0","0"
"2017-03-10","0","8,809","4.7","0","0","0","0","0","0"
"2017-03-11","0","12,022","6.34","0","0","0","0","0","0"
"2017-03-12","0","6,397","3.45","0","0","0","0","0","0"
"2017-03-13","0","9,782","5.19","0","0","0","0","0","0"
"2017-03-14","0","10,396","5.57","0","0","0","0","0","0"
"2017-03-15","0","12,889","6.82","0","0","0","0","0","0"
"2017-03-16","0","10,629","5.57","0","0","0","0","0","0"
"2017-03-17","0","13,578","7.16","0","0","0","0","0","0"
"2017-03-18","0","5,468","2.89","0","0","0","0","0","0"
"2017-03-19","0","13,633","7.32","0","0","0","0","0","0"
"2017-03-20","0","9,050","4.88","0","0","0","0","0","0"
"2017-03-21","0","10,868","5.79","0","0","0","0","0","0"
"2017-03-22","0","10,045","5.3","0","0","0","0","0","0"
"2017-03-23","0","11,524","6.06","0","0","0","0","0","0"
"2017-03-24","0","10,888","5.86","0","0","0","0","0","0"
"2017-03-25","0","3,091","1.67","0","0","0","0","0","0"
"2017-03-26","0","6,503","3.5","0","0","0","0","0","0"
"2017-03-27","0","11,632","6.3","0","0","0","0","0","0"
"2017-03-28","0","10,697","5.75","0","0","0","0","0","0"
"2017-03-29","0","7,939","4.23","0","0","0","0","0","0"
"2017-03-30","0","10,961","5.85","0","0","0","0","0","0"
"2017-03-31","0","13,050","6.96","0","0","0","0","0","0"
"2017-04-01","0","8,923","4.72","0","0","0","0","0","0"
"2017-04-02","0","6,211","3.31","0","0","0","0","0","0"
"2017-04-03","0","11,578","6.15","0","0","0","0","0","0"
"2017-04-04","0","13,138","7.03","0","0","0","0","0","0"
"2017-04-05","0","9,195","4.91","0","0","0","0","0","0"
"2017-04-06","0","8,202","4.41","0","0","0","0","0","0"
"2018-06-07","0","8,539","4.79","0","0","0","0","0","0"
"2017-04-08","0","9,366","5.04","0","0","0","0","0","0"
"2017-04-09","0","6,508","3.41","0","0","0","0","0","0"
"2017-04-10","0","10,024","5.4","0","0","0","0","0","0"
"2017-04-11","0","7,797","4.18","0","0","0","0","0","0"
"2017-04-07","0","10,381","5.55","0","0","0","0","0","0"
"2017-04-12","0","11,248","6.03","0","0","0","0","0","0"
"2017-04-13","0","8,211","4.39","0","0","0","0","0","0"
"2017-04-14","0","8,377","4.5","0","0","0","0","0","0"
"2017-04-15","0","8,015","4.22","0","0","0","0","0","0"
"2017-04-16","0","5,913","3.11","0","0","0","0","0","0"
"2017-04-17","0","13,589","7.35","0","0","0","0","0","0"
"2017-04-18","0","13,312","7.15","0","0","0","0","0","0"
"2017-04-19","0","8,905","4.79","0","0","0","0","0","0"
"2017-04-20","0","11,805","6.27","0","0","0","0","0","0"
"2017-04-21","0","8,238","4.36","1","0","0","0","0","0"
"2017-04-22","0","9,287","4.93","0","0","0","0","0","0"
"2017-04-23","0","9,293","4.97","0","0","0","0","0","0"
"2017-04-24","0","10,871","5.76","0","0","0","0","0","0"
"2017-04-25","0","12,536","6.75","0","0","0","0","0","0"
"2017-04-26","0","11,213","5.9","0","0","0","0","0","0"
"2017-04-27","0","8,731","4.65","0","0","0","0","0","0"
"2017-04-28","0","5,269","2.75","1","0","0","0","0","0"
"2017-04-29","0","19,280","10.2","0","0","0","0","0","0"
"2017-04-30","0","5,402","2.8","0","0","0","0","0","0"
"2017-05-01","0","15,364","8.1","0","0","0","0","0","0"
"2017-05-02","0","12,482","6.53","0","0","0","0","0","0"
"2017-05-03","0","12,088","6.36","0","0","0","0","0","0"
"2017-05-04","0","11,776","6.29","0","0","0","0","0","0"
"2017-05-05","0","11,216","6.05","0","0","0","0","0","0"
"2017-05-06","0","9,628","5.13","0","0","0","0","0","0"
"2017-05-07","0","6,634","3.51","0","0","0","0","0","0"
"2017-07-13","0","6,639","3.54","0","0","0","0","0","0"
"2017-05-08","0","10,526","5.54","0","0","0","0","0","0"
"2017-05-09","0","12,723","6.77","1","0","0","0","0","0"
"2017-05-10","0","23,526","11.56","1","0","0","0","0","0"
"2017-07-11","0","7,684","4.16","0","0","0","0","0","0"
"2017-07-14","0","8,976","4.8","0","0","0","0","0","0"
"2017-08-28","0","12,650","5.81","2","0","0","0","0","0"
"2017-05-11","0","10,136","5.36","0","0","0","0","0","0"
"2017-05-12","0","12,640","6.76","0","0","0","0","0","0"
"2017-05-13","0","9,980","5.21","0","0","0","0","0","0"
"2017-07-15","0","10,396","5.6","0","0","0","0","0","0"
"2017-07-16","0","8,938","4.81","0","0","0","0","0","0"
"2017-08-29","0","8,161","3.44","1","0","0","0","0","0"
"2017-08-30","0","11,913","4.85","0","0","0","0","0","0"
"2017-08-31","0","8,073","3.3","2","0","0","0","0","0"
"2017-07-12","0","2,563","1.39","0","0","0","0","0","0"
"2017-05-14","0","8","0.0","0","0","0","0","0","0"
"2017-07-17","0","12,009","6.48","0","0","0","0","0","0"
"2017-07-22","0","10,642","5.67","0","0","0","0","0","0"
"2017-07-26","0","9,715","5.23","0","0","0","0","0","0"
"2017-07-29","0","7,142","3.91","0","0","0","0","0","0"
"2017-07-30","0","7,410","3.98","0","0","0","0","0","0"
"2017-07-27","0","9,991","5.35","0","0","0","0","0","0"
"2017-08-24","0","15,965","7.69","0","0","0","0","0","0"
"2017-08-25","0","22,246","10.83","2","0","0","0","0","0"
"2017-08-26","0","18,011","8.6","2","0","0","0","0","0"
"2017-07-31","0","8,733","4.72","0","0","0","0","0","0"
"2017-09-02","0","11,256","5.27","14","0","0","0","0","0"
"2017-09-03","0","5,848","2.56","20","0","0","0","0","0"
"2017-12-06","0","14,605","7.3","0","0","0","0","0","0"
"2017-09-04","0","1,989","0.77","0","0","0","0","0","0"
"2017-12-07","0","20,876","10.29","0","0","0","0","0","0"
"2017-10-29","0","8,494","4.42","0","0","0","0","0","0"
"2017-12-08","0","26,679","12.74","0","0","0","0","0","0"
"2017-12-09","0","20,767","9.73","0","0","0","0","0","0"
"2017-12-10","0","23,376","11.08","0","0","0","0","0","0"
"2017-12-11","0","18,559","8.72","0","0","0","0","0","0"
"2017-12-12","0","22,224","10.57","0","0","0","0","0","0"
"2017-12-13","0","16,104","7.62","0","0","0","0","0","0"
"2017-10-20","0","8,755","4.65","0","0","0","0","0","0"
"2017-10-21","0","12,073","6.46","0","0","0","0","0","0"
"2017-10-22","0","13,747","7.31","0","0","0","0","0","0"
"2017-10-23","0","13,462","7.11","0","0","0","0","0","0"
"2017-10-24","0","9,114","4.81","0","0","0","0","0","0"
"2017-10-25","0","13,041","6.96","0","0","0","0","0","0"
"2017-10-26","0","9,747","5.13","0","0","0","0","0","0"
"2017-10-27","0","11,404","6.08","0","0","0","0","0","0"
"2017-10-28","0","13,628","7.25","0","0","0","0","0","0"
"2017-10-30","0","11,794","6.24","0","0","0","0","0","0"
"2017-10-31","0","9,403","4.94","0","0","0","0","0","0"
"2017-11-01","0","12,067","6.48","0","0","0","0","0","0"
"2017-11-06","0","6,273","3.29","0","0","0","0","0","0"
"2017-11-07","0","9,669","5.11","0","0","0","0","0","0"
"2017-11-08","0","10,248","5.41","0","0","0","0","0","0"
"2017-11-02","0","11,014","5.84","0","0","0","0","0","0"
"2017-11-03","0","4,717","2.52","0","0","0","0","0","0"
"2017-11-04","0","7,776","4.13","0","0","0","0","0","0"
"2017-11-09","0","12,407","6.62","0","0","0","0","0","0"
"2017-11-10","0","10,390","5.49","0","0","0","0","0","0"
"2017-11-11","0","13,942","7.3","0","0","0","0","0","0"
"2017-11-05","0","9,904","5.16","0","0","0","0","0","0"
"2017-11-12","0","9,456","4.99","0","0","0","0","0","0"
"2017-11-13","0","12,214","6.58","0","0","0","0","0","0"
"2017-11-14","0","10,868","5.82","0","0","0","0","0","0"
"2017-11-15","0","9,895","5.2","0","0","0","0","0","0"
"2017-11-16","0","9,576","4.98","0","0","0","0","0","0"
"2017-11-17","0","11,177","6.01","0","0","0","0","0","0"
"2017-11-18","0","11,175","5.9","0","0","0","0","0","0"
"2017-11-19","0","1,415","0.75","0","0","0","0","0","0"
"2017-11-20","0","8,370","4.41","0","0","0","0","0","0"
"2017-11-21","0","12,797","6.77","0","0","0","0","0","0"
"2017-11-22","0","12,720","6.72","0","0","0","0","0","0"
"2017-11-23","0","8,698","4.54","0","0","0","0","0","0"
"2017-11-24","0","10,248","5.4","0","0","0","0","0","0"
"2017-11-25","0","13,920","7.3","0","0","0","0","0","0"
"2017-11-26","0","7,660","4.11","0","0","0","0","0","0"
"2017-12-14","0","6,212","3.27","0","0","0","0","0","0"
"2017-11-27","0","13,284","6.98","0","0","0","0","0","0"
"2017-11-28","0","9,256","4.83","0","0","0","0","0","0"
"2017-11-29","0","4,461","2.31","0","0","0","0","0","0"
"2017-11-30","0","10,539","5.49","0","0","0","0","0","0"
"2017-12-15","0","4,515","2.37","0","0","0","0","0","0"
"2017-12-16","0","2,798","1.47","0","0","0","0","0","0"
"2017-12-01","0","9,728","5.13","0","0","0","0","0","0"
"2017-12-02","0","9,012","4.81","0","0","0","0","0","0"
"2017-12-03","0","6,792","3.54","0","0","0","0","0","0"
"2017-12-17","0","13,825","7.4","0","0","0","0","0","0"
"2017-12-18","0","11,734","6.21","0","0","0","0","0","0"
"2017-12-04","0","11,828","6.28","0","0","0","0","0","0"
"2017-12-05","0","14,618","7.74","0","0","0","0","0","0"
"2017-12-19","0","11,462","6.11","0","0","0","0","0","0"
"2017-12-20","0","10,077","5.31","0","0","0","0","0","0"
"2017-12-21","0","8,936","4.78","0","0","0","0","0","0"
"2017-12-22","0","8,891","4.8","0","0","0","0","0","0"
"2017-12-23","0","9,999","5.23","0","0","0","0","0","0"
"2017-12-24","0","7,911","4.21","0","0","0","0","0","0"
"2017-12-25","0","10,734","5.64","0","0","0","0","0","0"
"2017-12-26","0","11,304","5.97","0","0","0","0","0","0"
"2017-12-29","0","6,997","3.69","0","0","0","0","0","0"
"2017-12-30","0","14,140","7.53","0","0","0","0","0","0"
"2017-12-31","0","8,247","4.26","0","0","0","0","0","0"
"2017-12-27","0","9,895","5.3","0","0","0","0","0","0"
"2017-12-28","0","15,788","8.47","0","0","0","0","0","0"
"2018-01-01","0","7,637","4.04","0","0","0","0","0","0"
"2018-01-02","0","11,050","5.82","0","0","0","0","0","0"
"2018-01-03","0","11,159","5.91","0","0","0","0","0","0"
"2018-01-04","0","16,003","9.34","0","0","0","0","0","0"
"2018-01-05","0","10,216","5.47","0","0","0","0","0","0"
"2018-01-06","0","13,734","7.22","0","0","0","0","0","0"
"2018-01-07","0","8,089","4.29","0","0","0","0","0","0"
"2018-01-08","0","11,458","6.17","0","0","0","0","0","0"
"2018-01-09","0","12,149","6.41","0","0","0","0","0","0"
"2018-01-10","0","11,597","6.17","0","0","0","0","0","0"
"2018-01-11","0","10,963","5.77","0","0","0","0","0","0"
"2018-01-12","0","12,469","6.83","0","0","0","0","0","0"
"2018-01-13","0","9,873","5.34","0","0","0","0","0","0"
"2018-01-14","0","8,869","4.83","0","0","0","0","0","0"
"2018-01-15","0","15,775","8.36","0","0","0","0","0","0"
"2018-01-16","0","10,343","5.49","0","0","0","0","0","0"
"2018-01-17","0","8,780","4.69","0","0","0","0","0","0"
"2018-01-18","0","11,192","6.02","0","0","0","0","0","0"
"2018-01-19","0","8,033","4.26","0","0","0","0","0","0"
"2018-01-20","0","11,768","6.35","0","0","0","0","0","0"
"2018-01-23","0","11,956","6.34","0","0","0","0","0","0"
"2018-01-24","0","10,057","5.31","0","0","0","0","0","0"
"2018-01-25","0","12,180","6.46","0","0","0","0","0","0"
"2018-01-21","0","10,926","5.93","0","0","0","0","0","0"
"2018-01-22","0","12,066","6.45","0","0","0","0","0","0"
"2018-03-11","0","7,062","3.73","0","0","0","0","0","0"
"2018-03-15","0","12,724","6.81","0","0","0","0","0","0"
"2018-01-26","0","8,358","4.42","0","0","0","0","0","0"
"2018-01-27","0","11,248","6.08","0","0","0","0","0","0"
"2018-01-31","0","8,816","4.68","0","0","0","0","0","0"
"2018-01-28","0","9,541","5.14","0","0","0","0","0","0"
"2018-01-29","0","12,168","6.46","0","0","0","0","0","0"
"2018-01-30","0","11,036","5.86","0","0","0","0","0","0"
"2018-03-16","0","9,503","5.16","0","0","0","0","0","0"
"2018-03-17","0","13,267","7.11","0","0","0","0","0","0"
"2018-03-18","0","9,077","4.89","0","0","0","0","0","0"
"2018-03-19","0","11,538","6.2","0","0","0","0","0","0"
"2018-03-20","0","11,976","6.34","0","0","0","0","0","0"
"2018-03-21","0","12,162","6.41","0","0","0","0","0","0"
"2018-03-22","0","4,655","2.47","0","0","0","0","0","0"
"2018-03-23","0","10,311","5.43","0","0","0","0","0","0"
"2018-03-24","0","8,957","4.8","0","0","0","0","0","0"
"2018-03-25","0","11,165","5.72","0","0","0","0","0","0"
"2018-02-01","0","7,322","3.91","0","0","0","0","0","0"
"2018-02-09","0","4,309","2.25","0","0","0","0","0","0"
"2018-03-26","0","12,658","6.58","0","0","0","0","0","0"
"2018-03-27","0","8,820","4.5","0","0","0","0","0","0"
"2018-03-28","0","11,112","5.85","0","0","0","0","0","0"
"2018-03-29","0","16,554","8.83","0","0","0","0","0","0"
"2018-03-30","0","10,646","5.74","0","0","0","0","0","0"
"2018-04-02","0","10,472","5.6","0","0","0","0","0","0"
"2018-04-03","0","15,332","8.06","0","0","0","0","0","0"
"2018-03-31","0","17,638","9.65","0","0","0","0","0","0"
